"","YearMonth","Year","Month","Season","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume","waterlevel.masl","Daphnia","RB5.ChlA","RB5.DO","RB5.NO3","RB5.pH","RB5.SD","RB5.SRP","RB5.SRSi","RB5.Temp","RB5.TON","RB5.TP"
"148",2009-09-01,2009,9,"Autumn",1067606.524,1539757.185,294311.9752,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"149",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,14708451.53,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"150",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,14708451.53,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"151",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,14708451.53,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"152",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,5415331.895,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"153",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,5415331.895,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"154",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,5415331.895,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"155",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,294311.9752,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"156",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,294311.9752,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"157",2009-09-01,2009,9,"Autumn",979385.1179,7210127.959,294311.9752,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"158",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,14708451.53,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"159",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,14708451.53,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"160",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,14708451.53,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"161",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,5415331.895,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"162",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,5415331.895,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"163",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,5415331.895,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"164",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,294311.9752,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"165",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,294311.9752,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"166",2009-09-01,2009,9,"Autumn",979385.1179,2136010.179,294311.9752,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"167",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,14708451.53,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"168",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,14708451.53,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"169",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,14708451.53,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"170",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,5415331.895,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"171",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,5415331.895,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"172",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,5415331.895,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"173",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,294311.9752,436362.5562,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"174",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,294311.9752,962029.8981,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"175",2009-09-01,2009,9,"Autumn",979385.1179,1539757.185,294311.9752,966343.3841,107.218263333333,1.7,22.7233333333333,NA,NA,NA,NA,8.2,1.37,NA,NA,56.8566666666667
"176",2009-10-01,2009,10,"Autumn",404522.4597,100141.1503,393666.7535,140646.4214,106.8729605,1.65,14.52,NA,NA,NA,NA,7.83,3.905,NA,NA,46.43
"177",2009-11-01,2009,11,"Autumn",398121.5327,123313.4883,130535.6799,47476.43939,107.393393,0.15,13.39,NA,NA,NA,NA,13.06,5.815,NA,NA,56.49
"178",2009-12-01,2009,12,"Winter",11914.40306,29062.86268,283572.683,80909.42516,107.324002,0.275,13.095,NA,NA,NA,NA,15.415,6.935,NA,NA,45.855
"179",2010-03-01,2010,3,"Spring",18506.83672,6490.893912,13130532.14,53526.42967,107.314089,0.15,40.585,NA,NA,NA,NA,9.225,0.395,NA,NA,71.09
"180",2010-04-01,2010,4,"Spring",79687.40638,75501.9387,6327463.117,315026.5652,107.46526225,0.125,24.665,NA,NA,NA,NA,6.28,0.355,NA,NA,31.69
"181",2010-05-01,2010,5,"Spring",227742.1002,34910.4315,1368597.513,236442.9704,107.393393,25.525,7.615,NA,NA,NA,NA,6.355,0.73,NA,NA,22.295
"182",2010-06-01,2010,6,"Summer",412770.8008,84534.40502,30651.63194,258290.6496,107.2199155,6.6,4.5,NA,NA,NA,NA,5.63,1.45,NA,NA,23.06
"183",2010-07-01,2010,7,"Summer",149088.0441,524613.6787,8163917.58,228377.8449,107.254611,1.65,37.045,NA,NA,NA,NA,NA,1.14,NA,NA,NA
"184",2010-08-01,2010,8,"Summer",78058.33625,161682.5432,3597306.29,204017.4787,107.076177,0.85,30.2933333333333,NA,NA,NA,NA,3.62,1.16,NA,NA,36.4366666666667
"185",2010-09-01,2010,9,"Autumn",70433.98802,147900.9886,2257117.101,183440.1196,106.94482975,9.975,24.405,NA,NA,NA,NA,5.81,3.02,NA,NA,39.835
"186",2010-10-01,2010,10,"Autumn",114046.0638,41421.5193,1181247.09,22863.78918,106.89526475,0.225,26.08,NA,NA,NA,NA,2.355,3.575,NA,NA,29.22
"187",2010-11-01,2010,11,"Autumn",202048.5457,28435.01361,8960685.051,187072.1446,107.135655,0,48.5,NA,NA,NA,NA,2.725,2.21,NA,NA,43.175
"188",2010-12-01,2010,12,"Winter",31466.69975,22561.53588,5718607.356,56995.36628,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2011-01-01,2011,1,"Winter",39644.2768,10180.42745,1768263.646,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"190",2011-01-01,2011,1,"Winter",39644.2768,10180.42745,1768263.646,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"191",2011-01-01,2011,1,"Winter",39644.2768,10180.42745,2436910.187,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"192",2011-01-01,2011,1,"Winter",39644.2768,10180.42745,2436910.187,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"193",2011-01-01,2011,1,"Winter",39644.2768,7548.260735,1768263.646,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"194",2011-01-01,2011,1,"Winter",39644.2768,7548.260735,1768263.646,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"195",2011-01-01,2011,1,"Winter",39644.2768,7548.260735,2436910.187,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"196",2011-01-01,2011,1,"Winter",39644.2768,7548.260735,2436910.187,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"197",2011-01-01,2011,1,"Winter",37955.42536,10180.42745,1768263.646,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"198",2011-01-01,2011,1,"Winter",37955.42536,10180.42745,1768263.646,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"199",2011-01-01,2011,1,"Winter",37955.42536,10180.42745,2436910.187,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"200",2011-01-01,2011,1,"Winter",37955.42536,10180.42745,2436910.187,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"201",2011-01-01,2011,1,"Winter",37955.42536,7548.260735,1768263.646,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"202",2011-01-01,2011,1,"Winter",37955.42536,7548.260735,1768263.646,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"203",2011-01-01,2011,1,"Winter",37955.42536,7548.260735,2436910.187,257397.2108,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"204",2011-01-01,2011,1,"Winter",37955.42536,7548.260735,2436910.187,184847.3356,107.611479,0,11.63,NA,NA,NA,NA,5.52,2.98,NA,NA,46.68
"205",2011-02-01,2011,2,"Winter",19542.02951,61147.37066,3491778.882,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"206",2011-02-01,2011,2,"Winter",19542.02951,61147.37066,3491778.882,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"207",2011-02-01,2011,2,"Winter",19542.02951,61147.37066,10446032.89,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"208",2011-02-01,2011,2,"Winter",19542.02951,61147.37066,10446032.89,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"209",2011-02-01,2011,2,"Winter",19542.02951,10919.93117,3491778.882,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"210",2011-02-01,2011,2,"Winter",19542.02951,10919.93117,3491778.882,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"211",2011-02-01,2011,2,"Winter",19542.02951,10919.93117,10446032.89,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"212",2011-02-01,2011,2,"Winter",19542.02951,10919.93117,10446032.89,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"213",2011-02-01,2011,2,"Winter",113633.7185,61147.37066,3491778.882,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"214",2011-02-01,2011,2,"Winter",113633.7185,61147.37066,3491778.882,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"215",2011-02-01,2011,2,"Winter",113633.7185,61147.37066,10446032.89,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"216",2011-02-01,2011,2,"Winter",113633.7185,61147.37066,10446032.89,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"217",2011-02-01,2011,2,"Winter",113633.7185,10919.93117,3491778.882,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"218",2011-02-01,2011,2,"Winter",113633.7185,10919.93117,3491778.882,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"219",2011-02-01,2011,2,"Winter",113633.7185,10919.93117,10446032.89,444841.3964,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"220",2011-02-01,2011,2,"Winter",113633.7185,10919.93117,10446032.89,73267.53301,107.829565,0,22.32,NA,NA,NA,NA,3.835,3.115,NA,NA,33.535
"221",2011-03-01,2011,3,"Spring",37274.42692,30041.37082,5901387.872,182887.6999,107.552001,0,14.53,NA,NA,NA,NA,72.7,0.01,NA,NA,35.44
"222",2011-04-01,2011,4,"Spring",373480.446,90224.50647,3157074.401,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"223",2011-04-01,2011,4,"Spring",373480.446,90224.50647,3157074.401,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"224",2011-04-01,2011,4,"Spring",373480.446,90224.50647,4212660.236,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"225",2011-04-01,2011,4,"Spring",373480.446,90224.50647,4212660.236,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"226",2011-04-01,2011,4,"Spring",373480.446,6796.843602,3157074.401,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"227",2011-04-01,2011,4,"Spring",373480.446,6796.843602,3157074.401,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"228",2011-04-01,2011,4,"Spring",373480.446,6796.843602,4212660.236,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"229",2011-04-01,2011,4,"Spring",373480.446,6796.843602,4212660.236,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"230",2011-04-01,2011,4,"Spring",447143.653,90224.50647,3157074.401,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"231",2011-04-01,2011,4,"Spring",447143.653,90224.50647,3157074.401,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"232",2011-04-01,2011,4,"Spring",447143.653,90224.50647,4212660.236,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"233",2011-04-01,2011,4,"Spring",447143.653,90224.50647,4212660.236,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"234",2011-04-01,2011,4,"Spring",447143.653,6796.843602,3157074.401,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"235",2011-04-01,2011,4,"Spring",447143.653,6796.843602,3157074.401,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"236",2011-04-01,2011,4,"Spring",447143.653,6796.843602,4212660.236,664167.9699,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"237",2011-04-01,2011,4,"Spring",447143.653,6796.843602,4212660.236,227844.368,107.591653,0.666666666666667,18.87,NA,NA,NA,NA,1.17,0.425,NA,NA,28.14
"238",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"239",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"240",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"241",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"242",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"243",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"244",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"245",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"246",2011-05-01,2011,5,"Spring",185338.5829,53030.2724,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"247",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"248",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"249",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"250",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"251",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"252",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"253",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"254",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"255",2011-05-01,2011,5,"Spring",185338.5829,12941.82854,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"256",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"257",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"258",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"259",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"260",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"261",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"262",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"263",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"264",2011-05-01,2011,5,"Spring",185338.5829,50077.5554,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"265",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"266",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"267",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"268",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"269",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"270",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"271",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"272",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"273",2011-05-01,2011,5,"Spring",471371.4362,53030.2724,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"274",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"275",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"276",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"277",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"278",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"279",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"280",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"281",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"282",2011-05-01,2011,5,"Spring",471371.4362,12941.82854,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"283",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"284",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,254422.966,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"285",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,254422.966,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"286",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,46956.84801,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"287",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,46956.84801,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"288",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,46956.84801,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"289",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,2927827.606,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"290",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,2927827.606,188135.9459,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"291",2011-05-01,2011,5,"Spring",471371.4362,50077.5554,2927827.606,690850.9601,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
"292",2011-05-01,2011,5,"Spring",657514.6802,53030.2724,254422.966,151906.9023,107.423132,26.66,11.08,NA,NA,NA,NA,3.31333333333333,0.886666666666667,NA,NA,30.0866666666667
